id,cfdi_id,clave_prod_serv,no_identificacion,cantidad,clave_unidad,unidad,descripcion,valor_unitario,importe,descuento,objeto_impuesto,metadata,created_at,updated_at
1,1,43232403,"",1.000000,ACT,Servicio,Servicios de workspace,4032.000000,4032.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
2,2,82101603,"",1.000000,E48,Servicio,"Publicidad ""Google Ads""",15542.430000,15542.43,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
3,3,81112006,"",1.000000,ACT,Servicio,Servicios de Plataforma de Google Cloud (GCP),19.040000,19.04,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
4,4,84111506,"",1.000000,ACT,Servicio,Cancelación Prepago,4310.340000,4310.34,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
5,5,84111506,"",1.000000,ACT,Servicio,Cancelación Prepago,4310.340000,4310.34,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
6,6,84111506,"",1.000000,ACT,Servicio,Cancelación Prepago,4310.340000,4310.34,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
7,7,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
8,8,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
9,9,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
10,10,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
11,11,43231600,CMR03,1.000000,E48,SERVICIO,Servicio de monitoreo y validacion automatica de proveedores en la Lista Negra del SAT: 25 RFCs - 15000 proveedores - 5 usuarios,19280.340000,19280.34,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
12,12,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
13,13,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
14,14,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
15,15,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
16,16,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
17,17,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
18,18,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.800000,3288.80,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
19,19,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
20,20,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
21,21,43231600,CPG-AD,25000.000000,E48,SERVICIO,25000 transacciones adicionales para el servicio CSPlug,1.140000,28500.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
22,22,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
23,23,43231600,CST12,1.000000,E48,SERVICIO,Servicio de interconexion sistemas-sistema a traves de archivos TXT/XML para la generacion de CFDI a partir de tickets,91415.000000,91415.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
24,23,43231600,CPG-AD,400000.000000,E48,SERVICIO,400000 transacciones adicionales para el servicio CSPlug,0.990000,396000.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
25,24,43231600,CSRA01,1.000000,E48,SERVICIO,"Servicio de descarga masiva y programada de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",2519.100000,2519.10,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
26,25,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
27,26,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
28,27,43231600,DESA,1.000000,E48,SERVICIO,Desarrollo Especializado: Realizar la descarga masiva de aprox. 30M de CFDIs de la empresa DISTRIBUIDORA DE GAS NOEL S.A. DE C.V por parte del equipo especializado de CSFacturacion. Se estima el esfuerzo de 426 HH.,174420.000000,174420.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
29,28,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
30,29,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
31,30,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
32,31,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
33,32,84121500,"",1.000000,E48,Servicios,COMISION COBRADA,490.000000,490.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
34,33,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
35,34,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
36,35,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
37,36,84111505,"",1.000000,ACT,"",Pago de nómina,4179.980000,4179.98,194.78,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
38,37,81112001,"",1.000000,E48,"",SERVICIO DE TIMBRADO DEL MES DE DICIEMBRE 2025,58194.180000,58194.18,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
39,38,81112001,"",11000.000000,E48,"",CREDITOS PARA GENERAR TIMBRE FISCAL POR COMERCIO DIGITAL,0.250000,2750.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
40,39,84111500,SER459,1.000000,E48,SERVICIO,ELABORACIÓN DE CONTABILIDAD E IMPUESTOS DICIEMBRE 2025,3800.000000,3800.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
41,40,80141601,COMISION,1.000000,E48,COM,COMISION OCTUBRE 2025,1504.000000,1504.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
42,41,80101511,D71,1.000000,E48,"",Protocolos formativos para la prevención del aumento en cuentas incobrables.,15750.000000,15750.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
43,42,43231600,CTT-AD,1997250.000000,E48,SERVICIO,1997250 transacciones adicionales para el servicio CSTicket,0.006000,11983.50,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
44,43,43231600,CWB-AD,100.000000,E48,SERVICIO,100 transacciones adicionales para el servicio CSWEB,7.680000,768.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
45,44,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
46,45,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
47,46,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
48,47,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
49,48,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
50,49,43231600,CST12,1.000000,E48,SERVICIO,Servicio de interconexion sistemas-sistema a traves de archivos TXT/XML para la generacion de CFDI a partir de tickets,91415.000000,91415.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
51,49,43231600,CPG-AD,400000.000000,E48,SERVICIO,400000 transacciones adicionales para el servicio CSPlug,0.990000,396000.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
52,50,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
53,51,43231600,CSF12,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 600 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,2499.000000,2499.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
54,52,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
55,53,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
56,54,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
57,55,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
58,56,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
59,57,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
60,58,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",2098.950000,2098.95,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
61,59,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
62,60,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
63,61,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
64,62,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
65,63,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
66,64,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
67,65,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
68,66,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
69,67,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
70,68,43231600,CPG-AD,46138.000000,E48,SERVICIO,46138 transacciones adicionales para el servicio CSPlug,1.140000,52597.32,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
71,68,43231600,DESA,1.000000,E48,SERVICIO,"11 Horas de trabajo en cancelación y re facturación (agosto, marzo, mayo, julio, septiembre, enero) a un costo unitario de $750.00.",8250.000000,8250.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
72,69,84111505,"",1.000000,ACT,"",Pago de nómina,4180.310000,4180.31,194.71,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
73,70,84111505,"",1.000000,ACT,"",Pago de nómina,5344.220000,5344.22,584.22,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
74,71,84111505,"",1.000000,ACT,"",Pago de nómina,6564.200000,6564.20,826.60,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
75,72,84111505,"",1.000000,ACT,"",Pago de nómina,3903.200000,3903.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
76,73,84111505,"",1.000000,ACT,"",Pago de nómina,3903.200000,3903.20,673.80,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
77,74,84111505,"",1.000000,ACT,"",Pago de nómina,3903.200000,3903.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
78,75,84111505,"",1.000000,ACT,"",Pago de nómina,5344.220000,5344.22,584.22,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
79,76,84111505,"",1.000000,ACT,"",Pago de nómina,3903.200000,3903.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
80,77,84111505,"",1.000000,ACT,"",Pago de nómina,4352.920000,4352.92,879.12,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
81,78,84111505,"",1.000000,ACT,"",Pago de nómina,3903.200000,3903.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
82,79,84111505,"",1.000000,ACT,"",Pago de nómina,5344.220000,5344.22,583.62,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
83,80,84111505,"",1.000000,ACT,"",Pago de nómina,3903.200000,3903.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
205,196,84111505,"",1.000000,ACT,"",Pago de nómina,1575.200000,1575.20,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
84,81,43231600,CSF03,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 300 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,1649.000000,1649.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
85,82,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3349.000000,3349.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
86,83,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
87,84,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
88,85,92121700,1324,1.000000,E48,Unidad de servicio,Monitoreo Dual Com Ret c/Ver,1814.000000,1814.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
89,86,80101500,G14,1.000000,E48,"",Asesoramiento para las acciones de ajuste y corrección al modelo onboarding bajo la información recopilada.,11085.050000,11085.05,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
90,87,43231600,CSF50,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 50 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,529.000000,529.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
91,88,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
92,89,43231600,CSF25,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 25 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,289.000000,289.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
93,90,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
94,91,43231600,CSRN03,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 100,000 Descargas CIEC - 3 Equipos - Anual",3899.000000,3899.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
95,92,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
96,93,43231600,CSRA01,1.000000,E48,SERVICIO,"Servicio de descarga masiva y programada de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",3085.890000,3085.89,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
97,94,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
98,95,43231600,CSRN01,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: 3 RFCs - 10,000 Descargas CIEC - 2 Equipos - Anual",1169.000000,1169.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
99,96,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
100,97,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
101,98,43231600,CSRA05,1.000000,E48,SERVICIO,Servicio de descarga masiva y programada de CFDIs: RFCs Ilimitados - Descargas CIEC Ilimitadas - Descargas e.firma Ilimitadas - 4 Equipos - Anual,33599.000000,33599.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
102,98,43231600,CSRN-AD,2.000000,E48,SERVICIO,2 Instalaciones Premium adicionales para el servicio CSReporter V3,819.000000,1638.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
103,99,43231600,CSP02,1.000000,E48,SERVICIO,Cargo anual por servicio de interconexion sistema-sistema a traves de archivos TXT para generacion de CFDIs.,17999.000000,17999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
104,100,43231600,CSF02,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 100 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,939.000000,939.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
105,101,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.790000,3288.79,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
106,102,43231600,CSF04,1.000000,E48,SERVICIO,Servicio de emision de facturas a traves del portal web: 900 CFDIs - Anual - Almacenamiento de las facturas por 5 anios - Soporte Tecnico,3288.790000,3288.79,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
107,103,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
108,104,84111506,"",1.000000,ACT,"",Pago,0.000000,0.00,0.00,01,,2026-01-15 20:59:51,2026-01-15 20:59:51
109,105,43231600,CWB-AD,100.000000,E48,SERVICIO,100 transacciones adicionales para el servicio CSWEB,7.680000,768.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
110,106,43231600,CSRN02,1.000000,E48,SERVICIO,"Servicio de descarga masiva de CFDIs: RFCs Ilimitados - 25,000 Descargas CIEC - 2 Equipos - Anual",1999.000000,1999.00,0.00,02,,2026-01-15 20:59:51,2026-01-15 20:59:51
